order_detail_id,transaction_status,created_at,modified_at,payment_date,estimated_delivery_date,receive_date,comment, shippng_fee ,tax_rate,user_id,payment_method_id
3854,Ongoing,10/9/2016 7:34:59,11/3/2020 10:01:30,11/26/2017 4:11:16,11/29/2017 4:11:16,12/1/2017 4:11:16,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.
Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.
Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.", $ 16.00 ,15%,2352,6651
3855,Failed,12/10/2021 23:34:44,5/27/2022 5:04:11,5/3/2016 12:39:04,5/6/2016 12:39:04,5/8/2016 12:39:04,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.", $ 35.00 ,15%,5027,1228
3856,Completed,11/28/2019 9:35:58,3/12/2018 21:23:41,1/2/2019 3:46:21,1/5/2019 3:46:21,1/7/2019 3:46:21,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.
Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.
Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.", $ 30.00 ,15%,7617,3579
3857,Completed,12/22/2017 4:30:09,6/8/2016 14:29:02,4/10/2022 23:33:59,4/13/2022 23:33:59,4/15/2022 23:33:59,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.
In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.", $ 15.00 ,7%,8534,374
3858,Completed,8/20/2021 23:03:38,9/23/2020 11:10:01,3/20/2016 17:23:11,3/23/2016 17:23:11,3/25/2016 17:23:11,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.
Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.", $ 35.00 ,10%,7073,4648
3859,Ongoing,9/3/2018 20:05:13,1/10/2018 7:37:33,5/4/2019 16:02:47,5/7/2019 16:02:47,5/9/2019 16:02:47,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.
Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.", $ 36.00 ,7%,6904,4299
3860,Ongoing,2/17/2018 17:45:40,1/23/2018 2:52:29,4/12/2021 21:23:29,4/15/2021 21:23:29,4/17/2021 21:23:29,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum., $ 26.00 ,10%,245,133
3861,Completed,4/6/2021 14:03:03,12/28/2019 1:33:34,1/28/2016 18:50:29,1/31/2016 18:50:29,2/2/2016 18:50:29,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.
Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.", $ 49.00 ,10%,9165,683
3862,Failed,7/13/2017 12:10:09,1/8/2019 20:50:22,4/18/2020 21:37:09,4/21/2020 21:37:09,4/23/2020 21:37:09,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.
Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.", $ 31.00 ,10%,731,1838
3863,Completed,10/7/2022 13:17:32,11/12/2019 7:11:58,8/13/2020 11:47:27,8/16/2020 11:47:27,8/18/2020 11:47:27,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.
In congue. Etiam justo. Etiam pretium iaculis justo.
In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.", $ 49.00 ,7%,4834,6475
3864,Completed,7/3/2018 2:40:56,8/27/2019 6:12:36,3/28/2022 0:06:47,3/31/2022 0:06:47,4/2/2022 0:06:47,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.
Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.
Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.", $ 13.00 ,15%,7237,2843
3865,Ongoing,7/8/2020 16:27:42,1/27/2019 7:42:49,6/19/2017 18:08:21,6/22/2017 18:08:21,6/24/2017 18:08:21,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.", $ 32.00 ,10%,8286,6634
3866,Ongoing,5/19/2021 16:13:23,3/16/2022 12:33:15,9/26/2022 5:53:47,9/29/2022 5:53:47,10/1/2022 5:53:47,"Fusce consequat. Nulla nisl. Nunc nisl.
Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.
In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.", $ 37.00 ,7%,740,2964
3867,Failed,10/26/2022 6:36:29,7/28/2022 16:48:39,3/13/2019 2:16:58,3/16/2019 2:16:58,3/18/2019 2:16:58,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.
Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.", $ 13.00 ,10%,8556,6120
3868,Failed,6/9/2020 8:51:09,8/6/2018 9:29:42,10/10/2020 5:26:53,10/13/2020 5:26:53,10/15/2020 5:26:53,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.
Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.
Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.", $ 37.00 ,10%,9931,5342
3869,Completed,3/13/2019 22:06:06,7/20/2016 2:46:05,7/11/2016 21:57:01,7/14/2016 21:57:01,7/16/2016 21:57:01,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.
Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.
Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.", $ 31.00 ,15%,3757,959
3870,Completed,9/30/2018 6:50:05,11/15/2021 12:04:22,9/22/2017 3:30:47,9/25/2017 3:30:47,9/27/2017 3:30:47,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus., $ 15.00 ,7%,4404,1305
3871,Completed,8/9/2022 13:17:05,5/16/2022 19:50:27,1/18/2016 7:31:22,1/21/2016 7:31:22,1/23/2016 7:31:22,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.
Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.", $ 33.00 ,15%,2869,5610
3872,Failed,9/2/2017 15:47:14,8/28/2020 7:06:23,9/30/2020 17:34:31,10/3/2020 17:34:31,10/5/2020 17:34:31,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.
Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.
Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.", $ 16.00 ,10%,8333,632
3873,Completed,6/17/2017 3:37:09,10/4/2018 12:45:11,7/22/2020 10:43:01,7/25/2020 10:43:01,7/27/2020 10:43:01,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.", $ 43.00 ,10%,4210,1284
3874,Ongoing,11/30/2018 10:44:37,7/9/2020 12:55:27,7/8/2018 22:18:19,7/11/2018 22:18:19,7/13/2018 22:18:19,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.
Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.", $ 47.00 ,10%,1074,6228
3875,Failed,5/9/2020 1:10:29,1/13/2016 3:20:04,10/17/2018 12:28:12,10/20/2018 12:28:12,10/22/2018 12:28:12,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit., $ 20.00 ,15%,1263,1964
3876,Failed,9/24/2022 1:13:17,11/30/2022 13:50:50,11/1/2017 10:17:38,11/4/2017 10:17:38,11/6/2017 10:17:38,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.
Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.
Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.", $ 33.00 ,7%,9991,797
3877,Completed,10/30/2020 9:48:30,10/19/2021 13:20:34,1/20/2018 4:11:27,1/23/2018 4:11:27,1/25/2018 4:11:27,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.
Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.", $ 35.00 ,7%,968,1943
3878,Ongoing,8/23/2021 14:41:31,12/18/2017 21:24:04,7/16/2021 5:22:04,7/19/2021 5:22:04,7/21/2021 5:22:04,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.", $ 46.00 ,10%,2215,6062
3879,Failed,8/9/2019 15:36:40,5/30/2017 6:57:04,11/27/2021 18:43:58,11/30/2021 18:43:58,12/2/2021 18:43:58,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.", $ 42.00 ,10%,4110,3247
3880,Failed,11/4/2018 7:57:57,5/1/2020 21:34:50,10/18/2018 11:20:34,10/21/2018 11:20:34,10/23/2018 11:20:34,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.
Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.", $ 44.00 ,7%,8403,6599
3881,Failed,1/30/2019 6:56:19,2/28/2017 9:07:22,1/10/2018 22:25:14,1/13/2018 22:25:14,1/15/2018 22:25:14,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio., $ 23.00 ,10%,714,1723
3882,Ongoing,1/29/2018 9:22:59,12/10/2017 6:01:29,9/6/2018 20:25:28,9/9/2018 20:25:28,9/11/2018 20:25:28,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh., $ 30.00 ,15%,3185,5158
3883,Completed,1/19/2019 7:32:22,12/23/2017 11:45:09,12/8/2021 22:04:40,12/11/2021 22:04:40,12/13/2021 22:04:40,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis., $ 43.00 ,15%,7684,2173
3884,Failed,9/17/2017 1:54:25,3/28/2020 3:03:43,8/22/2019 20:09:30,8/25/2019 20:09:30,8/27/2019 20:09:30,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.
Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.
Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.", $ 17.00 ,7%,4055,4028
3885,Completed,12/8/2022 16:30:28,2/1/2020 16:12:59,1/12/2021 2:15:06,1/15/2021 2:15:06,1/17/2021 2:15:06,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.
Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.
Phasellus in felis. Donec semper sapien a libero. Nam dui.", $ 11.00 ,15%,217,5258
3886,Ongoing,4/15/2022 22:33:09,5/6/2016 20:30:19,3/22/2019 5:37:37,3/25/2019 5:37:37,3/27/2019 5:37:37,In congue. Etiam justo. Etiam pretium iaculis justo., $ 36.00 ,7%,6058,1303
3887,Ongoing,12/11/2019 8:53:50,11/28/2020 3:24:12,4/18/2022 23:32:07,4/21/2022 23:32:07,4/23/2022 23:32:07,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.
Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.", $ 19.00 ,10%,516,3006
3888,Failed,9/17/2016 1:30:02,3/17/2019 7:04:35,3/9/2016 10:52:49,3/12/2016 10:52:49,3/14/2016 10:52:49,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.", $ 46.00 ,10%,1816,5836
3889,Ongoing,1/11/2022 14:31:57,3/18/2019 14:13:45,7/12/2016 20:03:32,7/15/2016 20:03:32,7/17/2016 20:03:32,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat., $ 25.00 ,7%,6148,2493
3890,Completed,12/22/2017 13:03:32,8/18/2016 14:44:10,11/24/2021 2:14:19,11/27/2021 2:14:19,11/29/2021 2:14:19,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum., $ 42.00 ,15%,1067,2995
3891,Ongoing,6/29/2019 11:57:54,3/7/2019 4:25:41,1/8/2017 8:31:42,1/11/2017 8:31:42,1/13/2017 8:31:42,"Sed ante. Vivamus tortor. Duis mattis egestas metus.
Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.
Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.", $ 17.00 ,7%,9132,2261
3892,Failed,12/23/2019 15:17:37,10/30/2022 4:01:46,7/18/2022 23:36:57,7/21/2022 23:36:57,7/23/2022 23:36:57,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst., $ 34.00 ,7%,6843,4499
3893,Completed,8/22/2021 16:04:46,1/6/2019 18:45:08,12/26/2016 19:04:17,12/29/2016 19:04:17,12/31/2016 19:04:17,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.
Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.", $ 25.00 ,7%,4899,5453
3894,Failed,11/6/2019 19:57:08,11/1/2019 12:37:03,8/28/2017 5:23:40,8/31/2017 5:23:40,9/2/2017 5:23:40,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem., $ 13.00 ,10%,5374,1326
3895,Failed,10/25/2021 11:14:46,3/14/2019 18:44:41,2/17/2020 6:05:46,2/20/2020 6:05:46,2/22/2020 6:05:46,Fusce consequat. Nulla nisl. Nunc nisl., $ 47.00 ,15%,6119,2779
3896,Ongoing,11/28/2021 14:01:29,11/27/2020 7:42:17,12/20/2016 17:05:09,12/23/2016 17:05:09,12/25/2016 17:05:09,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.", $ 43.00 ,10%,7448,4939
3897,Failed,9/24/2021 17:31:43,7/6/2017 21:22:50,4/15/2020 12:06:50,4/18/2020 12:06:50,4/20/2020 12:06:50,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.
Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.
Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.", $ 47.00 ,7%,9679,2699
3898,Completed,2/8/2022 10:48:34,10/19/2020 21:12:58,7/12/2019 14:56:08,7/15/2019 14:56:08,7/17/2019 14:56:08,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.
In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.
Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.", $ 45.00 ,10%,1778,6486
3899,Failed,11/30/2020 4:08:08,6/21/2022 2:22:26,12/1/2017 13:23:22,12/4/2017 13:23:22,12/6/2017 13:23:22,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.
Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.
Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.", $ 11.00 ,7%,9625,1627
3900,Ongoing,7/26/2019 1:54:59,7/16/2019 12:27:31,8/27/2021 17:32:27,8/30/2021 17:32:27,9/1/2021 17:32:27,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.", $ 19.00 ,7%,7413,3653
3901,Completed,9/20/2018 22:57:57,9/28/2020 12:46:44,11/21/2022 21:41:33,11/24/2022 21:41:33,11/26/2022 21:41:33,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.
Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.
Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.", $ 33.00 ,10%,4671,5130
3902,Failed,8/16/2019 5:59:09,1/5/2021 13:42:09,2/28/2018 7:28:52,3/3/2018 7:28:52,3/5/2018 7:28:52,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.
Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.", $ 38.00 ,7%,6713,1092
3903,Ongoing,3/1/2022 9:14:03,10/6/2017 5:20:26,11/14/2022 0:33:45,11/17/2022 0:33:45,11/19/2022 0:33:45,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.
Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.", $ 47.00 ,7%,4891,1780
3904,Failed,6/21/2022 18:22:54,8/8/2021 4:34:09,11/23/2018 19:08:56,11/26/2018 19:08:56,11/28/2018 19:08:56,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.
Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.
Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.", $ 13.00 ,7%,2153,2777
3905,Failed,7/29/2019 23:18:25,7/13/2020 9:49:30,4/12/2017 13:47:41,4/15/2017 13:47:41,4/17/2017 13:47:41,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.
Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.
Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.", $ 25.00 ,7%,8997,5343
3906,Completed,4/3/2021 21:56:43,8/8/2019 0:45:15,7/9/2020 17:06:30,7/12/2020 17:06:30,7/14/2020 17:06:30,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.
Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.
Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.", $ 22.00 ,7%,6406,1733
3907,Completed,11/1/2021 4:23:10,5/9/2022 19:39:59,7/20/2022 9:23:14,7/23/2022 9:23:14,7/25/2022 9:23:14,"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.
In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.", $ 36.00 ,10%,5239,816
3908,Failed,4/22/2021 7:49:18,2/26/2022 1:04:07,3/1/2022 14:21:03,3/4/2022 14:21:03,3/6/2022 14:21:03,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris., $ 21.00 ,10%,2802,3837
3909,Failed,8/26/2022 2:32:45,1/10/2016 18:36:59,3/16/2019 19:40:04,3/19/2019 19:40:04,3/21/2019 19:40:04,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.", $ 27.00 ,15%,6404,479
3910,Ongoing,10/19/2016 21:44:34,1/1/2021 12:39:38,3/25/2021 5:43:28,3/28/2021 5:43:28,3/30/2021 5:43:28,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.
Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.
Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.", $ 36.00 ,10%,2453,5284
3911,Failed,2/27/2018 23:19:37,9/20/2021 12:42:27,1/4/2016 23:36:42,1/7/2016 23:36:42,1/9/2016 23:36:42,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.
Sed ante. Vivamus tortor. Duis mattis egestas metus.", $ 16.00 ,10%,2047,5859
3912,Ongoing,1/12/2017 21:07:14,3/21/2022 8:50:44,8/9/2018 19:02:55,8/12/2018 19:02:55,8/14/2018 19:02:55,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.
Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.
In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.", $ 14.00 ,15%,9822,4742
3913,Failed,10/28/2017 22:48:33,7/6/2019 14:14:35,2/29/2016 19:33:45,3/3/2016 19:33:45,3/5/2016 19:33:45,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.
Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.
Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.", $ 49.00 ,10%,148,3504
3914,Failed,2/19/2020 5:25:13,10/4/2020 6:33:22,1/19/2022 10:57:31,1/22/2022 10:57:31,1/24/2022 10:57:31,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum., $ 18.00 ,7%,3193,2624
3915,Completed,5/25/2022 22:08:21,5/10/2021 19:38:50,4/11/2022 22:56:33,4/14/2022 22:56:33,4/16/2022 22:56:33,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.
Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.", $ 45.00 ,15%,662,6676
3916,Failed,11/20/2022 6:59:54,6/24/2022 13:01:12,5/30/2017 14:29:19,6/2/2017 14:29:19,6/4/2017 14:29:19,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.
Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.", $ 41.00 ,10%,3049,2781
3917,Completed,5/26/2016 2:30:42,1/2/2022 10:49:05,9/10/2022 23:27:16,9/13/2022 23:27:16,9/15/2022 23:27:16,"Sed ante. Vivamus tortor. Duis mattis egestas metus.
Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.", $ 24.00 ,10%,6346,1999
